TEMPLATE_ID,FILE_NAME,FRAME,RIGHT_EYE_X,RIGHT_EYE_Y,LEFT_EYE_X,LEFT_EYE_Y,NOSE_BASE_X,NOSE_BASE_Y
1342,Diane_Lane/Diane_Lane_0001.jpg,,100.249,116.509,144.557,115.945,125.168,141.065
1344,Dianne_Reeves/Dianne_Reeves_0001.jpg,,105.333,113.854,150.043,118.316,127.517,144.097
1345,Dick_Armey/Dick_Armey_0001.jpg,,107.168,117.242,145.332,111.438,126.708,138.82
1346,Dick_Bennett/Dick_Bennett_0001.jpg,,103.911,121.923,141.492,114.092,127.189,140.819
1349,Dick_Devine/Dick_Devine_0001.jpg,,98.8466,114.538,144.178,112.987,132.774,148.275
1350,Dick_Jauron/Dick_Jauron_0001.jpg,,104.206,109.981,146.408,115.402,123.125,144.091
1352,Dick_Posthumus/Dick_Posthumus_0001.jpg,,106.151,115.07,145.717,112.82,131.843,143.734
1353,Dick_Smothers/Dick_Smothers_0001.jpg,,109.21,114.291,145.737,113.584,127.887,138.158
1355,Didier_Defago/Didier_Defago_0001.jpg,,,,,,,
1356,Diego_Armando_Maradona/Diego_Armando_Maradona_0001.jpg,,104.178,116.583,146.296,122.012,120.763,144.256
1357,Diego_Colorado/Diego_Colorado_0001.jpg,,107.922,114.775,143.057,111.756,124.082,140.948
1358,Diego_Diego_Lerman/Diego_Diego_Lerman_0001.jpg,,103.912,109.14,143.567,116.842,116.917,142.927
1359,Dieter_Holzer/Dieter_Holzer_0001.jpg,,111.216,110.812,145.853,116.71,128.792,141.391
1360,Dieter_Zetsche/Dieter_Zetsche_0001.jpg,,105.667,113.997,150.669,116.484,122.63,151.488
1361,Dimitar_Berbatov/Dimitar_Berbatov_0001.jpg,,98.8318,113.571,144.666,111.473,130.154,142.296
1362,Dimitri_Perricos/Dimitri_Perricos_0001.jpg,,103.171,116.226,143.8,110.754,124.953,139.646
1363,Din_Samsudin/Din_Samsudin_0001.jpg,,100.75,117.709,137.961,110.499,116.236,144.656
1364,Dinah_Turner/Dinah_Turner_0001.jpg,,107.113,110.716,147.807,117.638,130.763,145.39
1366,Dino_Risi/Dino_Risi_0001.jpg,,110.012,110.555,149.888,112.678,128.104,138.346
1367,Dinora_Rosales/Dinora_Rosales_0001.jpg,,102.99,115.135,146.5,115.21,119.293,152.185
1368,Dion_Glover/Dion_Glover_0001.jpg,,101.713,115.834,140.239,118.216,122.578,139.047
1369,Dionigi_Tettamanzi/Dionigi_Tettamanzi_0001.jpg,,106.184,118.168,148.742,111.814,128.149,139.432
1370,Dionne_Warwick/Dionne_Warwick_0001.jpg,,101.241,113.684,146.64,110.686,124.948,134.797
1371,Dionyssis_Georgiadis/Dionyssis_Georgiadis_0001.jpg,,106.143,113.622,149.295,110.794,128.393,138.293
1372,Dirk_Kempthorne/Dirk_Kempthorne_0001.jpg,,105.885,118.018,149.923,114.494,126.177,141.528
1373,Dita_Von_Tesse/Dita_Von_Tesse_0001.jpg,,106.252,110.928,149.353,113.028,123.408,142.731
1374,Djabir_Said-Guerni/Djabir_Said-Guerni_0001.jpg,,106.29,113.649,147.909,116.653,123.662,142.319
1375,Doc_Rivers/Doc_Rivers_0001.jpg,,103.189,119.059,143.539,113.156,131.001,141.916
1378,Dominic_Monaghan/Dominic_Monaghan_0001.jpg,,104.407,112.998,145.569,115.812,123.732,144.641
1379,Dominick_Dunne/Dominick_Dunne_0001.jpg,,102.693,119.876,141.736,109.864,127.206,141.12
1381,Dominik_Hrbaty/Dominik_Hrbaty_0001.jpg,,104.953,115.481,146.618,115.183,126.412,139.448
1383,Dominique_Perben/Dominique_Perben_0001.jpg,,105.892,116.36,147.276,111.532,131.078,138.009
1384,Don_Boudria/Don_Boudria_0001.jpg,,105.309,116.655,144.726,107.301,132.811,137.514
1385,Don_Carcieri/Don_Carcieri_0001.jpg,,101.471,118.679,147.477,106.484,125.338,148.218
1386,Don_Flanagan/Don_Flanagan_0001.jpg,,103.991,115.922,143.099,115.225,127.66,137.869
1387,Don_Henley/Don_Henley_0001.jpg,,122.451,113.611,152.359,116.162,140.842,142.778
1388,Don_Hewitt/Don_Hewitt_0001.jpg,,109.616,112.526,147.63,109.127,128.326,141.734
1389,Don_King/Don_King_0001.jpg,,107.491,109.221,153.666,116.692,134.621,145.327
1390,Don_Lake/Don_Lake_0001.jpg,,104.66,112.028,150.54,118.774,122.95,146.846
1391,Don_Matthews/Don_Matthews_0001.jpg,,102.139,106.645,149.964,106.98,125.809,139.988
1392,Don_Meredith/Don_Meredith_0001.jpg,,102.41,114.334,143.039,115.111,117.112,145.329
1395,Donald_Anderson/Donald_Anderson_0001.jpg,,104.723,115.785,145.946,110.909,127.386,144.84
1396,Donald_Carty/Donald_Carty_0001.jpg,,104.247,116.459,141.858,116.626,123.207,137.884
1399,Donald_Hays/Donald_Hays_0001.jpg,,105.271,118.91,143.064,110.926,131.875,140.361
1400,Donald_Keck/Donald_Keck_0001.jpg,,104.261,108.75,146.77,118.562,124.426,140.833
1401,Donald_Keyser/Donald_Keyser_0001.jpg,,108.189,114.565,145.498,108.062,136.91,144.058
1403,Donald_Regan/Donald_Regan_0001.jpg,,103.326,111.431,144.121,115.83,122.751,141.824
1405,Donald_Trump/Donald_Trump_0001.jpg,,102.199,113.774,149.804,120.49,122.169,147.086
1407,Donna_Barrera/Donna_Barrera_0001.jpg,,110.306,116.572,152.586,111.122,126.919,142.849
1408,Donna_Brazile/Donna_Brazile_0001.jpg,,99.8847,119.871,149.479,111.203,128.615,139.762
1409,Donna_Morrissey/Donna_Morrissey_0001.jpg,,101.77,116.833,140.599,113.355,129.488,142.348
1410,Donna_Ralston/Donna_Ralston_0001.jpg,,103.93,119.641,146.516,113.037,128.717,144.41
1412,Donna_Walker/Donna_Walker_0001.jpg,,101.358,118.08,145.232,111.077,127.416,136.253
1413,Donnie_Brennan/Donnie_Brennan_0001.jpg,,102.143,109.252,135.619,120.829,114.063,143.843
1414,Donny_Osmond/Donny_Osmond_0001.jpg,,100.907,114.473,145.69,116.65,122.007,143.541
1415,Dora_Bakoyianni/Dora_Bakoyianni_0001.jpg,,103.335,113.247,146.761,115.665,125.561,142.136
1418,Dorothy_Lamour/Dorothy_Lamour_0001.jpg,,105.245,117.187,145.971,114.132,122.017,143.795
1419,Dorothy_Loudon/Dorothy_Loudon_0001.jpg,,101.858,112.931,144.871,112.38,122.261,140.88
1420,Dorothy_Wilson/Dorothy_Wilson_0001.jpg,,106.903,111.107,147.784,118.137,116.395,138.661
1422,Dot_Helms/Dot_Helms_0001.jpg,,106.537,114.688,147.691,113.594,121.279,140.893
1423,Doug_Christie/Doug_Christie_0001.jpg,,107.933,114.807,147.305,114.513,132.697,145.295
1427,Doug_Moe/Doug_Moe_0001.jpg,,100.934,114.091,142.885,111.961,129.282,145.598
1428,Doug_Racine/Doug_Racine_0001.jpg,,108.697,115.312,153.215,111.767,123.952,153.203
1429,Doug_Wilson/Doug_Wilson_0001.jpg,,105.342,112.682,146.356,114.911,129.043,144.771
1430,Douglas_Faneuil/Douglas_Faneuil_0001.jpg,,103.16,116.368,147.231,110.483,128.169,146.719
1431,Douglas_Gansler/Douglas_Gansler_0001.jpg,,103.598,116.076,144.152,112.816,125.992,143.075
1432,Douglas_Meester/Douglas_Meester_0001.jpg,,102.447,116.101,141.665,114.549,121.466,142.409
1433,Douglas_Paal/Douglas_Paal_0001.jpg,,105.85,111.038,144.481,112.384,124.921,146.796
1434,Dragan_Covic/Dragan_Covic_0001.jpg,,103.285,117.97,144.14,111.709,124.151,142.542
1436,Drew_Bledsoe/Drew_Bledsoe_0001.jpg,,105.667,112.533,149.705,115.377,126.883,140.754
1437,Drew_Gooden/Drew_Gooden_0001.jpg,,102.565,116.003,143.584,112.592,124.861,141.203
1438,Du_Qinglin/Du_Qinglin_0001.jpg,,105.959,115.995,144.727,115.241,115.286,148.205
1439,Duane_Barber/Duane_Barber_0001.jpg,,107.982,111.673,149.752,117.646,124.521,140.912
1441,Dudley_Rogers/Dudley_Rogers_0001.jpg,,102.149,114.229,146.019,111.792,126.278,140.259
1442,Dule_Hill/Dule_Hill_0001.jpg,,107.54,115.599,152.32,118.721,129.693,141.775
1443,Duncan_Fletcher/Duncan_Fletcher_0001.jpg,,106.722,113.642,145.533,116.077,123.777,143.749
1444,Dunn_Lampton/Dunn_Lampton_0001.jpg,,109.703,116.122,146.644,110.805,134.021,140.183
1445,Dustan_Mohr/Dustan_Mohr_0001.jpg,,100.202,111.766,143.517,114.03,130.274,143.525
1446,Dustin_Brown/Dustin_Brown_0001.jpg,,102.597,116.664,147.133,112.729,125.718,137.704
1447,Dustin_Hoffman/Dustin_Hoffman_0001.jpg,,100.618,114.014,142.605,111.915,117.705,149.061
1448,Dusty_Baker/Dusty_Baker_0001.jpg,,106.703,110.041,146.769,115.728,131.624,145.395
1449,Dwain_Kyles/Dwain_Kyles_0001.jpg,,103.512,118.527,147.637,114.888,129.006,148.807
1451,Dwayne_Wade/Dwayne_Wade_0001.jpg,,101.166,118.167,146.773,114.993,124.988,143.442
1452,Dwayne_Williams/Dwayne_Williams_0001.jpg,,103.58,115.709,147.965,114.4,122.325,143.643
1453,Dyab_Abou_Jahjah/Dyab_Abou_Jahjah_0001.jpg,,106.636,113.83,144.333,118.84,127.033,149.183
1454,Dyana_Calub/Dyana_Calub_0001.jpg,,104.043,115.059,145.744,117.386,124.703,142.47
1455,E_Clay_Shaw/E_Clay_Shaw_0001.jpg,,104.321,114.789,151.851,109.276,123.029,147.674
1456,Earl_Campbell/Earl_Campbell_0001.jpg,,103.368,111.167,143.955,115.679,115.295,139.56
1457,Earl_Counter/Earl_Counter_0001.jpg,,102.044,115.278,141.472,114.484,127.851,147.062
1458,Earl_Fritts/Earl_Fritts_0001.jpg,,103.258,117.874,149.122,116.468,128.853,144.34
1460,Ed_Book/Ed_Book_0001.jpg,,99.312,115.132,143.354,113.069,130.034,148.928
1461,Ed_Case/Ed_Case_0001.jpg,,103.823,116.958,146.665,111.433,128.971,142.114
1462,Ed_Mekertichian/Ed_Mekertichian_0001.jpg,,106.008,118.807,133.772,112.362,134.094,142.548
1467,Ed_Wade/Ed_Wade_0001.jpg,,106.373,115.139,148.887,113.887,128.51,142.81
1468,Eddie_Compass/Eddie_Compass_0001.jpg,,101.543,112.986,141.221,114.995,127.771,145.069
1470,Eddie_Jordan/Eddie_Jordan_0001.jpg,,106.388,110.804,150.593,114.168,118.011,140.785
1472,Eddie_Lucio/Eddie_Lucio_0001.jpg,,105.964,113.468,146.736,116.034,120.579,144.423
1473,Eddie_Murray/Eddie_Murray_0001.jpg,,101.053,117.667,146.951,110.697,129.964,133.166
1475,Eddy_Hartenstein/Eddy_Hartenstein_0001.jpg,,103.74,114.883,144.12,111.528,116.416,141.774
1479,Edina_Batar/Edina_Batar_0001.jpg,,104.864,116.534,143.315,116.002,126.746,141.667
1480,Edith_Masai/Edith_Masai_0001.jpg,,101.794,117.425,144.149,117.468,123.828,139.918
1483,Edouard_Michelin/Edouard_Michelin_0001.jpg,,105.088,113.119,146.05,113.815,124.224,139.792
1486,Eduardo_Chillida/Eduardo_Chillida_0001.jpg,,105.358,115.484,147.933,112.908,135.209,148.444
1488,Eduardo_Fischer/Eduardo_Fischer_0001.jpg,,103.547,110.912,147.063,119.691,121.397,139.644
1489,Eduardo_Romero/Eduardo_Romero_0001.jpg,,105.207,114.013,148.643,115.097,125.991,141.822
1491,Edward_Arsenault/Edward_Arsenault_0001.jpg,,107.994,116.08,148.768,114.635,135.446,146.512
1492,Edward_Belvin/Edward_Belvin_0001.jpg,,101.831,108.337,153.935,111.596,126.781,140.122
1494,Edward_Egan/Edward_Egan_0001.jpg,,88.7396,115.87,118.036,112.838,98.0684,142.347
1496,Edward_Greenspan/Edward_Greenspan_0001.jpg,,99.9491,114.488,137.589,113.546,114.949,140.609
1498,Edward_Johnson/Edward_Johnson_0001.jpg,,106.273,107.446,146.788,115.938,122.702,138.652
1500,Edward_Lohn/Edward_Lohn_0001.jpg,,109.622,112.288,149.629,113.911,125.205,139.345
1507,Efrain_Rios_Montt/Efrain_Rios_Montt_0001.jpg,,106.355,103.666,147.513,117.329,119.388,137.301
1508,Eglis_Yaima_Cruz/Eglis_Yaima_Cruz_0001.jpg,,114.179,115.396,162.962,104.293,147.853,147.527
1510,Eileen_Spina/Eileen_Spina_0001.jpg,,105.75,120.67,146.847,114.24,119.128,145.319
1512,Ekaterina_Dmitriev/Ekaterina_Dmitriev_0001.jpg,,103.091,119.512,147.501,113.473,128.983,146.056
1513,Ekke_Hard_Forberg/Ekke_Hard_Forberg_0001.jpg,,101.991,116.998,145.339,112.901,124.605,144.446
1522,Elena_Likhovtseva/Elena_Likhovtseva_0001.jpg,,105.346,112.434,146.368,113.606,124.152,136.618
1523,Elena_Tihomirova/Elena_Tihomirova_0001.jpg,,102.782,112.209,147.147,116.665,123.631,142.086
1527,Eli_Stutsman/Eli_Stutsman_0001.jpg,,104.094,115.025,140.659,113.361,129.588,143.825
1531,Elijan_Ingram/Elijan_Ingram_0001.jpg,,106.016,113.919,147.507,117.737,122.503,140.918
1536,Elisabeth_Welch/Elisabeth_Welch_0001.jpg,,101.985,114.676,145.651,112.921,124.465,142.233
1539,Eliza_Manningham-Buller/Eliza_Manningham-Buller_0001.jpg,,104.056,113.946,149.905,113.257,125.035,146.168
1553,Ellen_Martin/Ellen_Martin_0001.jpg,,101.022,117.686,147.289,115.213,122.929,139.032
1556,Elliott_Mincberg/Elliott_Mincberg_0001.jpg,,101.768,118.052,145.783,113.616,128.537,142.829
1559,Eloy_Gutierrez/Eloy_Gutierrez_0001.jpg,,108.077,112.568,152.099,116.03,124.145,145.046
1567,Emelie_Loit/Emelie_Loit_0001.jpg,,107.103,115.466,144.254,113.152,124.647,138.13
1571,Emily_Mason/Emily_Mason_0001.jpg,,104.553,115.078,147.556,116.308,125.242,141.725
1574,Emily_Stevens/Emily_Stevens_0001.jpg,,100.987,115.654,145.861,117.456,122.953,139.551
1575,Eminem/Eminem_0001.jpg,,106.262,118.815,148.049,112.971,124.372,148.485
1579,Emmanuel_Filiberto/Emmanuel_Filiberto_0001.jpg,,102.405,111.665,148.285,117.571,134.185,145.727
1582,Emmanuelle_Jagodsinski/Emmanuelle_Jagodsinski_0001.jpg,,109.903,112.428,149.19,118.158,130.735,142.042
1585,Emyr_Jones_Parry/Emyr_Jones_Parry_0001.jpg,,105.147,110.16,146.501,113.396,127.867,143.992
1586,Enola_Rice/Enola_Rice_0001.jpg,,98.0397,109.959,143.332,107.066,123.169,132.647
1587,Enos_Slaughter/Enos_Slaughter_0001.jpg,,102.173,112.956,149.09,116.472,122.963,151.776
1588,Enrica_Fico/Enrica_Fico_0001.jpg,,103.482,113.479,147.832,110.468,127.601,141.637
1589,Enrik_Vendt/Enrik_Vendt_0001.jpg,,106.438,114.2,144.832,120.449,125.156,142.459
1592,Enrique_Iglesias/Enrique_Iglesias_0001.jpg,,105.903,115.279,144.659,116.107,126.342,141.08
1593,Enrique_Medina_Gomez/Enrique_Medina_Gomez_0001.jpg,,119.314,116.557,152.791,116.71,145.759,144.94
1594,Enrique_Oliu/Enrique_Oliu_0001.jpg,,105.767,112.65,148.864,115.337,124.195,142.556
1597,Eric_Christian_Olsen/Eric_Christian_Olsen_0001.jpg,,102.188,114.734,145.485,112.465,125.444,140.142
1599,Eric_Daze/Eric_Daze_0001.jpg,,104.796,116.041,144.079,109.778,128.667,137.176
1600,Eric_Dubin/Eric_Dubin_0001.jpg,,106.542,111.797,148.572,117.854,134.198,145.153
1608,Eric_Ryan_Donnelly/Eric_Ryan_Donnelly_0001.jpg,,105.185,111.195,148.9,117.503,125.279,136.916
1609,Eric_Schacht/Eric_Schacht_0001.jpg,,103.119,117.383,147.173,114.019,124.809,143.65
1611,Eric_Snow/Eric_Snow_0001.jpg,,100.643,114.957,146.711,114.873,124.374,144.161
1613,Eric_Taino/Eric_Taino_0001.jpg,,106.882,115.091,144.469,107.473,130.042,135.792
1616,Erick_Barkley/Erick_Barkley_0001.jpg,,97.2187,113.095,145.442,110.07,122.384,138.214
1620,Erika_Reyes/Erika_Reyes_0001.jpg,,106.893,113.454,149.414,112.917,127.72,137.081
1631,Ernie_Harwell/Ernie_Harwell_0001.jpg,,103.998,113.606,143.467,111.186,128.853,140.479
1632,Ernie_Preate/Ernie_Preate_0001.jpg,,102.689,117.853,144.089,109.039,130.344,137.816
1633,Ernie_Stewart/Ernie_Stewart_0001.jpg,,102.478,115.544,145.13,122.143,122.036,133.92
1635,Erwin_Abdullah/Erwin_Abdullah_0001.jpg,,105.889,116.701,146.051,115.963,125.507,142.307
1636,Erwin_Mapasseng/Erwin_Mapasseng_0001.jpg,,102.639,114.764,145.159,111.328,126.234,142.092
1637,Esad_Landzo/Esad_Landzo_0001.jpg,,101.716,115.964,145.742,110.97,128.381,140.667
1638,Esteban_Cordoba-Velazquez/Esteban_Cordoba-Velazquez_0001.jpg,,104.804,112.806,142.257,114.631,130.372,146.757
1639,Estella_Warren/Estella_Warren_0001.jpg,,105.107,114.33,145.463,114.073,125.979,139.341
1646,Eugene_Teslovic/Eugene_Teslovic_0001.jpg,,102.723,113.155,147.1,110.905,124.767,141.474
1659,Evelyn_Lauder/Evelyn_Lauder_0001.jpg,,104.803,109.445,148.771,114.331,125.816,140.671
1660,Evgeni_Plushenko/Evgeni_Plushenko_0001.jpg,,106.331,113.513,145.699,117.59,125.142,141.237
1661,Evie_Lazarou/Evie_Lazarou_0001.jpg,,107.081,111.403,146.511,114.908,129.605,141.911
1663,Ewan_McGregor/Ewan_McGregor_0001.jpg,,103.91,114.848,146.687,114.396,127.094,145.48
1664,Fabian_Vargas/Fabian_Vargas_0001.jpg,,105.304,119.985,141.709,111.716,133.408,143.659
1667,Fabricio_Oberto/Fabricio_Oberto_0001.jpg,,103.336,120.562,144.155,114.598,126.206,141.152
1668,Faisal_Iqbal/Faisal_Iqbal_0001.jpg,,103.531,112.947,145.643,116.797,126.613,146.617
1669,Faisal_Saleh_Hayat/Faisal_Saleh_Hayat_0001.jpg,,102.748,112.746,143.564,115.633,124.131,139.556
1670,Fann_Wong/Fann_Wong_0001.jpg,,102.938,108.224,147.259,114.887,121.427,141.446
1671,Farida_Ragoonanan/Farida_Ragoonanan_0001.jpg,,101.075,113.699,146.564,112.995,125.94,141.594
1674,Fatma_Kusibeh/Fatma_Kusibeh_0001.jpg,,108.304,112.065,143.106,114.368,133.718,143.785
1676,Faye_Alibocus/Faye_Alibocus_0001.jpg,,103.48,114.374,144.762,114.723,124.695,141.085
1678,Faye_Wong/Faye_Wong_0001.jpg,,109.541,112.601,151.266,117.068,132.733,147.811
1681,Federico_Castelan_Sayre/Federico_Castelan_Sayre_0001.jpg,,103.515,115.735,143.021,113.89,129.802,144.564
1682,Federico_Fellini/Federico_Fellini_0001.jpg,,102.753,116.143,147.431,111.226,126.027,145.958
1684,Feliciano_Lopez/Feliciano_Lopez_0001.jpg,,100.33,111.917,145.92,108.307,124.677,143.536
1687,Felipe_Fernandez/Felipe_Fernandez_0001.jpg,,101.205,117.752,148.14,113.721,128.116,146.211
1689,Felix_Doh/Felix_Doh_0001.jpg,,99.4848,114.348,152.237,115.74,124.871,145.716
1692,Felix_Trinidad/Felix_Trinidad_0001.jpg,,102.439,118.141,144.534,114.322,133.074,141.551
1694,Fernando_Alonso/Fernando_Alonso_0001.jpg,,102.973,117.499,144.935,118.553,121.632,147.482
1697,Fernando_Hierro/Fernando_Hierro_0001.jpg,,105.648,116.525,145.558,114.731,125.953,137.762
1702,Fernando_Velardez/Fernando_Velardez_0001.jpg,,104.768,113.805,146.753,112.572,122.071,147.844
1708,Filippo_Volandri/Filippo_Volandri_0001.jpg,,105.828,117.952,142.255,109.442,130.012,137.554
1709,Fiona_Milne/Fiona_Milne_0001.jpg,,104.237,112.352,152.917,111.643,127.784,144.559
1714,Florencia_Kirchner/Florencia_Kirchner_0001.jpg,,102.413,119.44,145.133,115.163,128.669,146.942
1715,Florencia_Macri/Florencia_Macri_0001.jpg,,106.932,112.249,151.731,113.447,129.916,136.233
1716,Floyd_Keith/Floyd_Keith_0001.jpg,,102.812,110.742,145.64,112.174,130.225,137.573
1717,Floyd_Mayweather/Floyd_Mayweather_0001.jpg,,108.88,119.461,147.211,110.811,127.412,144.511
1722,Francis_Crick/Francis_Crick_0001.jpg,,105.881,113.013,146.906,108.977,128.356,148.893
1726,Francis_Ricciardone/Francis_Ricciardone_0001.jpg,,107.658,111.186,154.13,112.864,123.009,145.29
1731,Francisco_Urenda/Francisco_Urenda_0001.jpg,,107.814,111.513,148.835,120.101,123.298,139.956
1732,Franck_Cerutti/Franck_Cerutti_0001.jpg,,103.739,109.117,150.853,115.313,126.856,142.052
1733,Franco_Cangele/Franco_Cangele_0001.jpg,,106.929,112.952,147.452,118.652,120.923,140.322
1736,Francois_Botha/Francois_Botha_0001.jpg,,104.012,109.837,151.067,118.264,122.551,144.171
1741,Frank_Bell/Frank_Bell_0001.jpg,,,,,,,
1743,Frank_Coraci/Frank_Coraci_0001.jpg,,109.404,114.139,144.895,110.805,124.982,140.468
1746,Frank_Hilldrup/Frank_Hilldrup_0001.jpg,,107.841,114.437,147.108,118.718,119.9,145.855
1750,Frank_Marshall/Frank_Marshall_0001.jpg,,117.389,116.55,157.671,115.889,143.737,141.692
1752,Frank_Pallone/Frank_Pallone_0001.jpg,,103.328,114.06,137.74,112.295,114.971,141.244
1753,Frank_Schmoekel/Frank_Schmoekel_0001.jpg,,103.292,113.443,146.665,115.608,120.755,146.314
1754,Frank_Shea/Frank_Shea_0001.jpg,,102.873,113.578,146.712,110.247,121.696,146.603
1755,Frank_Sinatra/Frank_Sinatra_0001.jpg,,96.2044,113.939,131.009,110.818,108.01,137.419
1758,Frank_Taylor/Frank_Taylor_0001.jpg,,101.864,112.993,140.726,112.903,124.136,140.119
1759,Frank_Van_Ecke/Frank_Van_Ecke_0001.jpg,,106.808,116.791,143.06,113.429,132.667,143.576
1761,Frank_Zappa/Frank_Zappa_0001.jpg,,102.19,120.028,141.307,117.031,124.473,139.95
1763,Franklin_Damann/Franklin_Damann_0001.jpg,,26.9787,188.981,61.608,189.251,50.3606,216.096
1767,Franz_Gsell/Franz_Gsell_0001.jpg,,104.077,113.742,145.202,113.502,123.868,138.82
1772,Fred_Huff/Fred_Huff_0001.jpg,,106.17,108.234,148.115,119.162,121.044,139.271
1774,Fred_Swan/Fred_Swan_0001.jpg,,101.027,111.623,145.214,111.876,125.494,141.929
1776,Fred_Wilpon/Fred_Wilpon_0001.jpg,,105.317,115.16,147.384,115.925,127.198,138.312
1777,Freda_Black/Freda_Black_0001.jpg,,105.029,113.927,146.296,114.343,123.461,140.963
1779,Freddy_Vasques_Kinchokpe/Freddy_Vasques_Kinchokpe_0001.jpg,,105.45,111.615,146.947,106.821,126.016,138.843
1780,Frederick_Madden/Frederick_Madden_0001.jpg,,106.644,114.907,144.82,118.163,131.132,143.327
1782,Fredric_Seaman/Fredric_Seaman_0001.jpg,,104.024,115.874,147.068,109.416,129.236,135.459
1783,Fruit_Chan/Fruit_Chan_0001.jpg,,100.477,112.454,145.649,116.716,117.358,145.661
1785,Fujio_Mitarai/Fujio_Mitarai_0001.jpg,,100.104,117.552,146.823,114.761,126.169,142.704
1789,Gabriel_Hughes/Gabriel_Hughes_0001.jpg,,103.841,112.304,141.541,117.487,125.775,143.662
1790,Gabriel_Jorge_Ferreia/Gabriel_Jorge_Ferreia_0001.jpg,,105.228,115.569,146.546,117.253,126.149,144.343
1793,Gabrielle_Rose/Gabrielle_Rose_0001.jpg,,99.73,114.905,141.058,115.402,118.966,143.72
1796,Gala_Leon_Garcia/Gala_Leon_Garcia_0001.jpg,,105.031,117.366,146.243,107.672,132.586,142.46
1797,Galen_Rowell/Galen_Rowell_0001.jpg,,106.151,117.138,144.711,108.09,126.263,146.268
1799,Garry_Alejano/Garry_Alejano_0001.jpg,,109.066,117.914,145.386,112.278,126.729,144.246
1801,Garry_McCoy/Garry_McCoy_0001.jpg,,100.784,109.646,146.731,112.344,132.279,147.576
1803,Garry_Witherall/Garry_Witherall_0001.jpg,,107.207,118.418,151.282,111.127,135.123,140.294
1804,Garth_Drabinsky/Garth_Drabinsky_0001.jpg,,105.389,108.276,149.783,110.197,127.613,138.861
1805,Gary_Bald/Gary_Bald_0001.jpg,,,,,,,
1813,Gary_Dellaverson/Gary_Dellaverson_0001.jpg,,106.456,115.632,143.37,110.007,127.405,135.661
1816,Gary_Gero/Gary_Gero_0001.jpg,,107.037,118.131,149.931,115.989,125.033,149.524
1817,Gary_Gitnick/Gary_Gitnick_0001.jpg,,103.7,116.956,148.732,114.559,125.421,146.711
1818,Gary_Leon_Ridgway/Gary_Leon_Ridgway_0001.jpg,,100.855,115.622,144.042,115.466,122.249,141.889
1822,Gary_Sayler/Gary_Sayler_0001.jpg,,101.932,116.694,146.101,112.521,125.097,141.79
1823,Gary_Sinise/Gary_Sinise_0001.jpg,,100.392,111.468,149.653,110.903,124.105,144.28
1829,Gavyn_Arthur/Gavyn_Arthur_0001.jpg,,101.017,110.719,145.836,115.088,120.913,141.725
1830,Gavyn_Davies/Gavyn_Davies_0001.jpg,,104.683,112.441,146.666,117.728,122.123,139.563
1831,Gen_Meredith/Gen_Meredith_0001.jpg,,98.368,117.098,151.652,106.191,128.775,145.711
1832,Gene_Autry/Gene_Autry_0001.jpg,,101.671,117.903,148.393,113.964,126.886,146.725
1835,Gene_Orza/Gene_Orza_0001.jpg,,113.453,117.023,153.403,120.813,138.804,153.849
1837,Gene_Sauers/Gene_Sauers_0001.jpg,,102.581,117.785,139.742,110.261,122.918,144.983
1846,George_Bovell/George_Bovell_0001.jpg,,107.091,116.055,144.318,115.764,126.007,138.097
1848,George_Brumley_III/George_Brumley_III_0001.jpg,,102.918,115.918,145.812,111.728,124.198,141.973
1852,George_Gregan/George_Gregan_0001.jpg,,105.92,113.38,146.547,110.857,128.176,141.363
1857,George_Lucas/George_Lucas_0001.jpg,,105.221,112.913,147.681,117.625,122.891,143.66
1858,George_Maxwell_Richards/George_Maxwell_Richards_0001.jpg,,103.599,113.286,145.299,116.082,127.485,150.053
1859,George_McCloud/George_McCloud_0001.jpg,,99.1552,117.653,150.727,115.151,125.973,143.198
1860,George_Murphy/George_Murphy_0001.jpg,,106.592,114.089,148.993,115.18,125.84,142.61
1872,Georgia_Giddings/Georgia_Giddings_0001.jpg,,103.564,114.86,144.935,115.429,124.005,139.15
1873,Georgina_Bardach/Georgina_Bardach_0001.jpg,,104.891,115.991,143.848,115.106,124.526,139.408
1874,Georgina_Papin/Georgina_Papin_0001.jpg,,108.72,113.139,148.424,114.401,130.628,143.66
1875,Geovani_Lapentti/Geovani_Lapentti_0001.jpg,,104.568,111.522,145.963,111.175,129.051,136.75
1876,Gerald_Barbarito/Gerald_Barbarito_0001.jpg,,106.526,112.815,150.218,116.839,126.313,141.195
1877,Gerald_Calabrese/Gerald_Calabrese_0001.jpg,,104.227,113.581,147.552,108.848,129.408,138.51
1878,Gerald_Fitch/Gerald_Fitch_0001.jpg,,104.665,118.771,143.746,109.284,131.474,134.645
1880,Gerald_Riley/Gerald_Riley_0001.jpg,,103.396,113.101,142.028,117.099,120.379,138.356
1887,Gerard_Tronche/Gerard_Tronche_0001.jpg,,102.263,111.209,142.664,111.858,123.897,134.824
1889,Gerhard_Boekel/Gerhard_Boekel_0001.jpg,,102.778,112.742,145.875,113.448,128.554,138.572
1890,Gerhard_Schmid/Gerhard_Schmid_0001.jpg,,101.96,114.192,138.671,110.987,120.838,140.357
1892,German_Khan/German_Khan_0001.jpg,,110.479,117.008,145.049,116.092,134.093,145.412
